ticket_id,customer_id,created_at,resolved_at,channel,language,product,issue_type,priority,agent_id,wait_time_sec,handle_time_sec,first_call_resolution,csat_score,customer_sentiment,status,knowledge_article_used,llm_confidence,escalated,region
TKT000300,CUST90739,2026-01-21 17:21:00,2026-01-21 17:40:16,Chat,English,DTH,Refund,Critical,AG130,354,802,1,4.3,Neutral,Resolved,0,0.81,1,East
TKT000301,CUST98892,2026-03-26 04:33:00,2026-03-26 04:50:09,Voice,English,Billing,Refund,High,AG103,62,967,1,3.9,Positive,Pending,0,0.77,1,North
TKT000302,CUST50407,2026-04-14 22:39:00,2026-04-14 22:57:33,Email,Hindi,Internet,SIM Activation,Critical,AG103,196,917,0,4.0,Neutral,Escalated,1,0.8,1,North
TKT000303,CUST14901,2026-04-06 14:11:00,2026-04-06 14:26:23,Voice,Tamil,Billing,Password Reset,Critical,AG129,184,739,0,2.3,Negative,Escalated,0,0.77,1,East
TKT000304,CUST77652,2026-05-22 04:21:00,2026-05-22 04:36:41,Chat,English,Internet,Device Setup,Critical,AG123,151,790,0,3.9,Negative,Resolved,0,0.76,0,South
TKT000305,CUST96374,2026-03-02 16:09:00,2026-03-02 16:27:48,Voice,Hindi,DTH,Plan Upgrade,High,AG107,52,1076,0,2.8,Positive,Pending,1,0.83,1,South
TKT000306,CUST91650,2026-02-19 15:14:00,2026-02-19 15:23:51,Voice,English,Billing,Refund,High,AG109,166,425,1,2.8,Positive,Pending,0,0.71,1,East
TKT000307,CUST98538,2026-04-09 09:49:00,,WhatsApp,English,Internet,Complaint,Critical,AG106,56,1028,0,1.1,Negative,In Progress,1,0.76,0,South
TKT000308,CUST71377,2026-06-27 06:04:00,,Email,Hindi,Broadband,Device Setup,Medium,AG108,586,1073,0,1.3,Positive,Pending,1,0.78,1,East
TKT000309,CUST56064,2026-03-24 12:25:00,2026-03-24 12:44:13,Chat,Tamil,DTH,Billing Query,Low,AG113,35,1118,0,2.7,Negative,Resolved,1,0.84,0,East
TKT000310,CUST41941,2026-04-07 23:36:00,2026-04-08 00:00:39,WhatsApp,Tamil,Internet,Refund,Medium,AG127,415,1064,1,3.1,Negative,In Progress,1,0.84,1,North
TKT000311,CUST88128,2026-02-01 12:13:00,2026-02-01 12:27:31,Voice,Tamil,Mobile,SIM Activation,Critical,AG103,592,279,1,2.8,Negative,Resolved,1,0.76,0,South
TKT000312,CUST96623,2026-02-09 14:45:00,2026-02-09 15:01:43,Email,Tamil,Billing,Device Setup,Medium,AG107,599,404,0,3.6,Negative,Pending,1,0.84,1,West
TKT000313,CUST76902,2026-05-11 16:04:00,2026-05-11 16:19:21,Chat,Tamil,Internet,Refund,Low,AG101,96,825,0,3.1,Negative,Pending,0,0.94,0,North
TKT000314,CUST67041,2026-03-20 14:11:00,2026-03-20 14:31:57,Chat,Tamil,Mobile,Plan Upgrade,Critical,AG127,330,927,1,3.5,Neutral,In Progress,0,0.75,0,North
TKT000315,CUST73792,2026-01-03 02:41:00,2026-01-03 02:45:47,Chat,English,Mobile,Complaint,Critical,AG129,21,266,0,3.5,Negative,In Progress,0,0.8,1,West
TKT000316,CUST10973,2026-03-12 00:50:00,2026-03-12 01:08:03,Chat,Hindi,Billing,SIM Activation,Critical,AG130,236,847,0,2.5,Negative,Pending,0,0.98,1,East
TKT000317,CUST78997,2026-01-21 14:25:00,2026-01-21 14:44:52,Email,Tamil,Billing,Network Issue,Low,AG108,86,1106,0,3.6,Neutral,Resolved,1,0.86,1,South
TKT000318,CUST53452,2026-03-27 08:31:00,2026-03-27 08:57:18,Email,Tamil,Mobile,Password Reset,High,AG124,529,1049,1,3.9,Negative,Pending,0,0.86,0,South
TKT000319,CUST26622,2026-04-30 11:30:00,2026-04-30 11:42:29,Email,Tamil,Mobile,SIM Activation,High,AG128,32,717,1,3.7,Neutral,Resolved,0,0.86,0,West
TKT000320,CUST79125,2026-03-09 07:32:00,2026-03-09 07:44:31,Email,English,Mobile,Billing Query,Critical,AG125,272,479,0,2.7,Neutral,In Progress,0,0.87,0,North
TKT000321,CUST25203,2026-04-16 04:15:00,,WhatsApp,Tamil,Broadband,SIM Activation,Critical,AG124,60,826,1,4.4,Negative,Escalated,1,0.88,1,West
TKT000322,CUST68827,2026-02-17 19:25:00,2026-02-17 19:41:05,Email,Hindi,Internet,Network Issue,High,AG128,548,417,1,2.5,Neutral,Pending,1,0.74,0,East
TKT000323,CUST87165,2026-04-30 02:52:00,2026-04-30 03:15:18,Email,Hindi,Mobile,Refund,Low,AG122,477,921,0,3.6,Positive,Resolved,0,0.79,0,West
TKT000324,CUST13106,2026-03-05 23:47:00,2026-03-06 00:01:24,Voice,Hindi,Mobile,Network Issue,Low,AG103,295,569,1,3.0,Negative,Escalated,1,0.87,0,South
TKT000325,CUST19924,2026-05-07 15:21:00,2026-05-07 15:33:41,Email,Tamil,DTH,SIM Activation,Medium,AG125,264,497,1,3.7,Positive,Pending,0,0.78,1,South
TKT000326,CUST36302,2026-02-17 00:15:00,2026-02-17 00:29:09,Chat,Hindi,Broadband,Network Issue,Medium,AG118,187,662,1,2.7,Neutral,Escalated,0,0.96,1,South
TKT000327,CUST12459,2026-01-07 08:18:00,2026-01-07 08:23:46,Chat,Hindi,Internet,Password Reset,Critical,AG109,77,269,1,4.4,Positive,Pending,1,0.85,1,West
TKT000328,CUST73185,2026-03-21 09:09:00,2026-03-21 09:26:03,Email,Tamil,DTH,Complaint,Low,AG121,76,947,0,1.0,Negative,Resolved,1,0.83,1,South
TKT000329,CUST15155,2026-06-03 03:10:00,2026-06-03 03:32:42,Chat,Tamil,Broadband,Network Issue,High,AG116,301,1061,0,1.6,Positive,In Progress,0,0.7,0,South
TKT000330,CUST80851,2026-05-12 00:35:00,2026-05-12 00:53:33,WhatsApp,Hindi,Broadband,Password Reset,Low,AG111,505,608,1,2.7,Positive,Pending,0,0.79,0,West
TKT000331,CUST14833,2026-06-21 03:18:00,2026-06-21 03:35:03,WhatsApp,Hindi,Internet,Device Setup,Low,AG108,598,425,0,4.2,Negative,Escalated,0,0.71,0,East
TKT000332,CUST18383,2026-05-30 09:51:00,2026-05-30 10:04:11,Voice,English,Broadband,Plan Upgrade,Low,AG126,472,319,0,3.9,Positive,In Progress,1,0.93,1,East
TKT000333,CUST87736,2026-01-22 23:47:00,2026-01-22 23:59:15,Voice,English,DTH,Billing Query,Critical,AG106,334,401,0,3.7,Negative,Pending,0,0.8,0,North
TKT000334,CUST20580,2026-01-19 04:45:00,,Chat,English,Billing,SIM Activation,Critical,AG123,166,890,0,4.1,Neutral,Escalated,0,0.7,1,West
TKT000335,CUST75521,2026-03-17 00:11:00,2026-03-17 00:24:12,Voice,Hindi,DTH,Refund,Critical,AG101,183,609,0,3.1,Negative,Escalated,0,0.69,0,East
TKT000336,CUST96419,2026-06-07 01:19:00,2026-06-07 01:42:08,Voice,English,Internet,Billing Query,Critical,AG116,229,1159,1,4.4,Positive,Escalated,0,0.67,1,East
TKT000337,CUST69394,2026-02-08 03:42:00,,Voice,Hindi,Mobile,Billing Query,Low,AG116,262,1010,1,4.0,Negative,Resolved,0,0.95,1,East
TKT000338,CUST52746,2026-03-18 06:55:00,2026-03-18 07:09:25,Chat,Hindi,Broadband,Plan Upgrade,Critical,AG129,338,527,0,3.7,Positive,Resolved,1,0.85,0,West
TKT000339,CUST27878,2026-01-27 09:15:00,2026-01-27 09:32:12,Chat,Hindi,DTH,SIM Activation,Medium,AG111,470,562,0,2.4,Positive,Resolved,0,0.75,0,West
TKT000340,CUST48687,2026-03-25 11:33:00,2026-03-25 11:52:16,Chat,Hindi,Billing,Plan Upgrade,Low,AG114,180,976,1,3.0,Negative,In Progress,0,0.85,1,East
TKT000341,CUST85951,2026-01-03 15:22:00,2026-01-03 15:42:53,Chat,Hindi,Internet,Complaint,Low,AG102,257,996,0,2.1,Neutral,Resolved,1,0.83,1,South
TKT000342,CUST11628,2026-03-24 08:44:00,2026-03-24 09:07:05,WhatsApp,English,Mobile,Refund,High,AG108,251,1134,0,3.0,Negative,Resolved,0,0.81,1,North
TKT000343,CUST70786,2026-05-09 00:47:00,2026-05-09 01:14:29,WhatsApp,English,DTH,Device Setup,Low,AG128,589,1060,0,4.4,Negative,Resolved,1,0.95,1,South
TKT000344,CUST20611,2026-02-23 23:49:00,2026-02-24 00:10:13,Email,Hindi,Internet,Refund,Low,AG104,281,992,0,3.8,Neutral,Pending,1,0.86,1,East
TKT000345,CUST53899,2026-02-01 21:45:00,2026-02-01 21:58:56,Voice,Hindi,Broadband,Plan Upgrade,Medium,AG111,579,257,0,1.5,Neutral,Pending,1,0.74,0,East
TKT000346,CUST79717,2026-03-04 20:19:00,2026-03-04 20:44:48,Email,Tamil,Billing,Refund,Low,AG107,502,1046,0,2.6,Neutral,Resolved,0,0.78,0,East
TKT000347,CUST29392,2026-06-24 10:41:00,2026-06-24 10:47:33,Chat,Hindi,Internet,SIM Activation,Critical,AG122,116,277,0,2.0,Negative,Escalated,1,0.77,1,South
TKT000348,CUST40451,2026-02-23 01:39:00,2026-02-23 01:48:36,Email,Tamil,Billing,Refund,High,AG116,69,507,0,4.1,Negative,In Progress,1,0.75,0,East
TKT000349,CUST47767,2026-02-01 06:19:00,2026-02-01 06:33:49,Voice,English,DTH,SIM Activation,Critical,AG106,237,652,1,3.4,Negative,Escalated,1,0.71,0,North
TKT000350,CUST85304,2026-01-30 08:31:00,2026-01-30 08:43:11,Email,Tamil,Mobile,Plan Upgrade,Low,AG122,124,607,0,4.5,Neutral,Pending,0,0.78,0,East
TKT000351,CUST70036,2026-01-23 02:47:00,2026-01-23 02:56:50,Chat,English,Billing,Refund,High,AG116,419,171,1,4.4,Neutral,Escalated,1,0.77,0,West
TKT000352,CUST62642,2026-06-13 20:55:00,2026-06-13 21:00:49,Chat,Tamil,DTH,Network Issue,High,AG102,147,202,0,2.1,Negative,Escalated,0,0.92,1,North
TKT000353,CUST21452,2026-01-05 02:30:00,2026-01-05 02:44:07,WhatsApp,English,Broadband,Refund,Low,AG130,556,291,1,4.2,Negative,Pending,1,0.7,1,East
TKT000354,CUST50381,2026-03-12 06:57:00,2026-03-12 07:12:00,Voice,English,Broadband,Complaint,Critical,AG110,17,883,1,3.4,Positive,In Progress,1,0.7,0,North
TKT000355,CUST87421,2026-02-07 19:49:00,2026-02-07 20:09:32,Voice,English,Broadband,SIM Activation,Critical,AG106,491,741,1,2.7,Negative,In Progress,0,0.72,1,East
TKT000356,CUST49834,2026-04-11 19:52:00,2026-04-11 20:11:32,WhatsApp,English,Internet,Password Reset,Medium,AG109,48,1124,1,4.6,Neutral,In Progress,0,0.87,1,West
TKT000357,CUST46335,2026-02-02 15:41:00,2026-02-02 16:04:02,Voice,Hindi,DTH,Device Setup,Critical,AG128,255,1127,0,1.4,Neutral,In Progress,0,0.78,0,East
TKT000358,CUST27759,2026-01-30 15:29:00,2026-01-30 15:35:33,Voice,Tamil,DTH,Complaint,High,AG102,154,239,1,3.7,Neutral,Pending,0,0.82,0,South
TKT000359,CUST99780,2026-04-20 00:01:00,2026-04-20 00:18:03,Email,Hindi,DTH,Network Issue,High,AG127,561,462,1,4.7,Positive,Resolved,0,0.83,1,West
TKT000360,CUST75979,2026-03-17 00:01:00,2026-03-17 00:17:27,Chat,Hindi,Billing,Network Issue,Critical,AG115,171,816,0,1.8,Positive,Resolved,0,0.96,1,East
TKT000361,CUST88335,2026-02-26 17:17:00,2026-02-26 17:33:49,Email,English,DTH,Password Reset,Low,AG108,147,862,1,4.7,Positive,Escalated,0,0.75,0,North
TKT000362,CUST73472,2026-06-28 14:31:00,2026-06-28 14:43:00,Voice,English,Internet,Password Reset,Low,AG116,440,280,0,1.3,Positive,Pending,0,0.67,0,South
TKT000363,CUST56076,2026-05-23 10:13:00,,Chat,Hindi,DTH,Refund,High,AG106,215,373,0,1.6,Negative,Escalated,0,0.68,0,North
TKT000364,CUST80402,2026-05-11 07:25:00,,Voice,English,Billing,Device Setup,High,AG123,293,512,0,4.2,Negative,Escalated,1,0.88,0,North
TKT000365,CUST39825,2026-06-01 23:02:00,2026-06-01 23:22:39,Email,English,Broadband,Network Issue,Medium,AG116,393,846,1,3.0,Neutral,Pending,0,0.68,1,South
TKT000366,CUST68190,2026-03-12 01:08:00,2026-03-12 01:27:32,WhatsApp,Tamil,Broadband,Plan Upgrade,Low,AG129,472,700,1,4.2,Neutral,Pending,0,0.65,1,South
TKT000367,CUST61748,2026-03-14 03:45:00,2026-03-14 04:10:57,Voice,Hindi,Mobile,Network Issue,High,AG107,540,1017,0,1.4,Neutral,Escalated,1,0.69,1,West
TKT000368,CUST89058,2026-02-20 16:51:00,2026-02-20 17:09:13,WhatsApp,Hindi,DTH,Billing Query,Critical,AG104,414,679,1,3.7,Positive,Pending,1,0.82,0,South
TKT000369,CUST33474,2026-01-19 03:10:00,2026-01-19 03:15:02,Email,English,DTH,Network Issue,Low,AG122,74,228,1,4.2,Negative,In Progress,1,0.72,1,West
TKT000370,CUST80848,2026-04-02 21:28:00,2026-04-02 21:48:15,Voice,Tamil,Internet,Complaint,Critical,AG111,560,655,1,4.5,Neutral,In Progress,1,0.66,0,East
TKT000371,CUST60997,2026-06-11 01:18:00,2026-06-11 01:34:04,Voice,Hindi,Broadband,Device Setup,Critical,AG118,508,456,1,2.8,Positive,Resolved,1,0.74,1,East
TKT000372,CUST15913,2026-05-20 12:45:00,2026-05-20 13:02:15,Email,Tamil,Billing,Password Reset,High,AG113,333,702,0,1.1,Positive,In Progress,1,0.99,1,East
TKT000373,CUST87664,2026-01-11 06:37:00,,Voice,Tamil,Internet,Refund,Medium,AG101,258,620,0,3.3,Negative,Pending,0,0.81,1,West
TKT000374,CUST59510,2026-02-18 12:52:00,2026-02-18 13:02:46,Email,Hindi,Internet,Device Setup,Low,AG123,485,161,0,4.5,Negative,Escalated,1,0.82,1,North
TKT000375,CUST93288,2026-04-22 22:13:00,2026-04-22 22:31:30,Voice,Hindi,Mobile,SIM Activation,High,AG102,377,733,1,3.0,Neutral,In Progress,0,0.86,0,South
TKT000376,CUST79607,2026-04-18 17:53:00,2026-04-18 18:11:13,Chat,Tamil,Internet,SIM Activation,High,AG114,284,809,0,3.0,Negative,Pending,0,0.79,1,West
TKT000377,CUST37912,2026-05-03 06:05:00,2026-05-03 06:13:33,WhatsApp,Tamil,Billing,Complaint,Low,AG117,24,489,0,3.0,Positive,Pending,1,0.7,0,East
TKT000378,CUST18444,2026-06-03 16:01:00,2026-06-03 16:24:56,WhatsApp,Tamil,DTH,Billing Query,High,AG122,425,1011,1,4.7,Negative,Escalated,1,0.73,0,North
TKT000379,CUST67164,2026-01-06 01:02:00,2026-01-06 01:17:44,Voice,English,Mobile,SIM Activation,Medium,AG101,322,622,1,3.7,Neutral,Pending,0,0.87,0,West
TKT000380,CUST49056,2026-05-23 09:37:00,2026-05-23 09:40:41,WhatsApp,Tamil,Internet,Complaint,Medium,AG108,61,160,0,2.1,Positive,Resolved,1,0.82,0,North
TKT000381,CUST61111,2026-04-20 04:39:00,2026-04-20 04:50:35,Chat,Tamil,Mobile,Billing Query,Low,AG106,325,370,1,4.6,Positive,Pending,1,0.79,0,West
TKT000382,CUST72240,2026-04-08 02:45:00,2026-04-08 03:01:47,Email,English,DTH,Device Setup,High,AG127,120,887,1,3.9,Neutral,Resolved,0,0.94,0,North
TKT000383,CUST99816,2026-02-16 01:17:00,2026-02-16 01:37:28,Chat,Tamil,Broadband,Password Reset,Critical,AG130,321,907,1,4.8,Neutral,Pending,0,0.97,0,East
TKT000384,CUST94466,2026-02-08 07:11:00,2026-02-08 07:26:02,Voice,Tamil,Internet,Device Setup,Critical,AG124,454,448,1,4.7,Neutral,Pending,1,0.95,0,North
TKT000385,CUST88920,2026-05-08 03:42:00,2026-05-08 04:01:37,Email,Tamil,Internet,Password Reset,Medium,AG121,523,654,0,2.2,Neutral,Escalated,0,0.79,1,East
TKT000386,CUST95089,2026-04-15 19:44:00,2026-04-15 19:50:46,WhatsApp,Tamil,Broadband,Device Setup,Medium,AG109,118,288,0,1.9,Positive,Pending,1,0.72,1,East
TKT000387,CUST13010,2026-02-03 02:41:00,2026-02-03 03:02:56,Chat,English,Broadband,Plan Upgrade,High,AG123,391,925,0,1.1,Positive,Resolved,1,0.86,1,North
TKT000388,CUST78922,2026-01-17 05:06:00,2026-01-17 05:23:32,WhatsApp,Hindi,Broadband,Network Issue,Medium,AG123,179,873,0,1.0,Positive,Escalated,1,0.75,1,West
TKT000389,CUST47089,2026-01-24 16:50:00,2026-01-24 17:10:19,Chat,Tamil,Mobile,Complaint,Medium,AG101,216,1003,0,4.5,Neutral,Pending,0,0.86,0,East
TKT000390,CUST52368,2026-04-17 02:44:00,2026-04-17 03:03:10,WhatsApp,Hindi,Mobile,Complaint,Critical,AG124,92,1058,0,2.6,Negative,Pending,0,0.68,0,South
TKT000391,CUST97921,2026-03-02 14:17:00,2026-03-02 14:35:07,Voice,English,DTH,Complaint,High,AG113,487,600,1,5.0,Negative,Pending,0,0.98,0,North
TKT000392,CUST71352,2026-02-17 09:13:00,2026-02-17 09:29:27,Email,Hindi,Billing,Complaint,Medium,AG109,520,467,1,4.8,Positive,Pending,0,0.98,1,East
TKT000393,CUST44500,2026-05-17 03:17:00,2026-05-17 03:38:43,Email,Hindi,DTH,Complaint,Medium,AG111,445,858,1,4.8,Negative,In Progress,0,0.84,1,South
TKT000394,CUST71636,2026-02-04 09:24:00,2026-02-04 09:32:04,WhatsApp,Tamil,Internet,Device Setup,Low,AG115,60,424,0,1.6,Neutral,In Progress,1,0.82,0,South
TKT000395,CUST32058,2026-03-05 15:26:00,2026-03-05 15:34:44,Email,Hindi,Billing,Plan Upgrade,Low,AG117,213,311,1,3.0,Negative,Escalated,1,0.96,0,West
TKT000396,CUST99212,2026-05-04 05:27:00,2026-05-04 05:37:54,Email,Hindi,Internet,Refund,Medium,AG101,341,313,0,2.0,Positive,In Progress,1,0.8,1,South
TKT000397,CUST84600,2026-03-01 23:17:00,2026-03-01 23:28:17,Voice,Hindi,DTH,Refund,Low,AG124,468,209,1,4.9,Positive,In Progress,0,0.79,0,North
TKT000398,CUST31356,2026-06-25 16:21:00,2026-06-25 16:38:12,WhatsApp,Tamil,Mobile,Network Issue,High,AG116,96,936,0,4.0,Neutral,Pending,0,0.77,0,East
TKT000399,CUST72447,2026-04-04 07:48:00,2026-04-04 08:05:15,WhatsApp,English,Broadband,Refund,Medium,AG114,506,529,1,4.7,Negative,In Progress,0,0.66,1,West
TKT000400,CUST94833,2026-05-04 03:24:00,2026-05-04 03:36:22,Email,Tamil,Broadband,Network Issue,Critical,AG110,163,579,1,3.8,Positive,Escalated,1,0.94,1,East
TKT000401,CUST77294,2026-04-14 11:58:00,2026-04-14 12:11:06,WhatsApp,Tamil,Internet,Device Setup,High,AG112,569,217,0,4.2,Neutral,Resolved,0,0.69,1,North
TKT000402,CUST49013,2026-05-24 02:51:00,2026-05-24 03:06:00,WhatsApp,Hindi,Broadband,SIM Activation,High,AG130,407,493,0,1.3,Positive,Escalated,0,0.68,1,South
TKT000403,CUST32509,2026-03-20 23:17:00,2026-03-20 23:19:46,WhatsApp,Hindi,Broadband,Device Setup,High,AG120,10,156,1,2.8,Negative,Pending,1,0.92,0,North
TKT000404,CUST34670,2026-01-25 14:19:00,2026-01-25 14:24:48,Chat,Tamil,Mobile,Plan Upgrade,Critical,AG127,200,148,0,3.9,Negative,Escalated,0,0.75,1,North
TKT000405,CUST29978,2026-03-28 06:53:00,2026-03-28 07:09:51,WhatsApp,Tamil,Broadband,Password Reset,Critical,AG119,27,984,0,1.6,Positive,Escalated,1,0.84,1,South
TKT000406,CUST74972,2026-03-02 18:36:00,2026-03-02 18:40:06,Email,English,Broadband,Complaint,Critical,AG117,110,136,1,4.9,Negative,In Progress,0,0.89,0,West
TKT000407,CUST94974,2026-04-15 22:20:00,2026-04-15 22:42:17,WhatsApp,English,Broadband,Refund,Critical,AG123,571,766,0,1.9,Neutral,Resolved,0,0.75,0,West
TKT000408,CUST99780,2026-03-04 14:17:00,2026-03-04 14:37:59,WhatsApp,English,DTH,Complaint,Critical,AG127,242,1017,0,3.1,Negative,Pending,1,0.92,0,North
TKT000409,CUST30488,2026-02-21 10:04:00,2026-02-21 10:17:15,Voice,Tamil,Broadband,SIM Activation,Medium,AG107,499,296,0,1.6,Negative,Resolved,0,0.77,1,East
TKT000410,CUST54267,2026-05-04 05:32:00,2026-05-04 05:42:27,Chat,English,Billing,Plan Upgrade,Critical,AG109,183,444,0,3.8,Neutral,Pending,0,0.91,1,North
TKT000411,CUST67386,2026-06-05 08:35:00,2026-06-05 08:56:26,Voice,English,Billing,Network Issue,Low,AG117,111,1175,0,4.2,Positive,Escalated,0,0.95,1,North
TKT000412,CUST23014,2026-05-13 14:12:00,2026-05-13 14:31:35,Email,Tamil,Mobile,Network Issue,Medium,AG115,457,718,1,4.3,Neutral,Resolved,0,0.93,1,East
TKT000413,CUST64396,2026-02-22 04:51:00,2026-02-22 05:13:14,Chat,English,Billing,Complaint,Medium,AG105,180,1154,0,1.9,Neutral,In Progress,1,0.96,1,South
TKT000414,CUST51262,2026-03-22 13:39:00,2026-03-22 13:46:13,Chat,Tamil,Internet,Complaint,Low,AG122,15,418,0,1.3,Negative,Escalated,0,0.98,1,West
TKT000415,CUST46671,2026-03-15 04:22:00,2026-03-15 04:39:49,Chat,Hindi,Broadband,Device Setup,Medium,AG129,326,743,1,2.5,Negative,In Progress,1,0.95,1,North
TKT000416,CUST61117,2026-06-10 09:02:00,2026-06-10 09:15:48,Chat,Hindi,Billing,SIM Activation,Medium,AG103,91,737,0,2.9,Negative,Pending,1,0.91,0,South
TKT000417,CUST76227,2026-01-06 01:51:00,2026-01-06 02:06:01,Voice,Tamil,DTH,Refund,Low,AG102,252,649,1,4.3,Negative,Resolved,1,0.75,0,West
TKT000418,CUST47294,2026-03-03 17:01:00,2026-03-03 17:21:03,Chat,Hindi,Broadband,Plan Upgrade,Low,AG111,600,603,0,2.2,Negative,Escalated,1,0.8,0,West
TKT000419,CUST27047,2026-05-31 19:29:00,2026-05-31 19:46:31,WhatsApp,English,DTH,Complaint,Critical,AG128,88,963,0,1.2,Neutral,In Progress,1,0.99,1,West
TKT000420,CUST69993,2026-05-30 23:17:00,2026-05-30 23:27:05,Voice,Hindi,Mobile,Device Setup,Critical,AG102,152,453,0,2.7,Negative,Escalated,1,0.96,0,West
TKT000421,CUST30093,2026-01-21 02:03:00,2026-01-21 02:15:30,Email,Tamil,DTH,SIM Activation,Critical,AG101,383,367,1,2.6,Positive,Escalated,1,0.67,1,East
TKT000422,CUST55698,2026-02-09 05:53:00,,Voice,Tamil,Broadband,SIM Activation,Critical,AG129,505,494,0,1.4,Neutral,In Progress,1,0.93,0,North
TKT000423,CUST52626,2026-04-02 21:20:00,,WhatsApp,Tamil,Mobile,Complaint,High,AG118,465,1063,1,2.9,Positive,In Progress,1,0.87,0,South
TKT000424,CUST21161,2026-04-15 03:05:00,2026-04-15 03:27:11,Voice,Hindi,Billing,Plan Upgrade,Critical,AG117,579,752,0,3.3,Positive,Resolved,0,0.98,1,North
TKT000425,CUST15896,2026-02-14 15:40:00,2026-02-14 15:58:40,Voice,Tamil,Broadband,Billing Query,Critical,AG101,91,1029,1,3.5,Negative,Pending,1,0.74,0,South
TKT000426,CUST21747,2026-04-09 15:04:00,2026-04-09 15:16:41,WhatsApp,Hindi,Mobile,Password Reset,High,AG106,297,464,0,1.6,Positive,Resolved,1,0.78,1,North
TKT000427,CUST25855,2026-03-17 03:39:00,,Chat,Hindi,Billing,Plan Upgrade,Critical,AG117,269,783,1,4.9,Negative,In Progress,0,0.74,1,West
TKT000428,CUST93039,2026-04-11 16:37:00,2026-04-11 16:54:05,Voice,Tamil,Billing,Network Issue,Medium,AG125,72,953,1,2.6,Negative,Escalated,1,0.84,1,South
TKT000429,CUST32044,2026-06-04 01:26:00,2026-06-04 01:48:37,WhatsApp,Hindi,Broadband,Password Reset,Low,AG127,213,1144,0,2.3,Neutral,Pending,0,0.65,1,East
TKT000430,CUST37886,2026-04-19 20:07:00,2026-04-19 20:24:07,Email,English,Mobile,Network Issue,High,AG103,394,633,1,4.6,Neutral,Resolved,0,0.9,1,West
TKT000431,CUST69338,2026-02-08 09:13:00,2026-02-08 09:37:43,Email,Tamil,Mobile,Device Setup,High,AG101,330,1153,1,4.1,Negative,Escalated,0,0.86,0,South
TKT000432,CUST80533,2026-05-03 11:05:00,,Voice,Hindi,Internet,Device Setup,Low,AG112,428,475,1,4.4,Neutral,Pending,1,0.71,0,South
TKT000433,CUST12592,2026-03-26 05:32:00,2026-03-26 05:50:00,Email,English,Internet,SIM Activation,Medium,AG108,202,878,1,2.5,Neutral,Pending,0,0.75,0,South
TKT000434,CUST74751,2026-02-05 16:42:00,2026-02-05 16:59:29,Chat,Hindi,Billing,Billing Query,Low,AG119,118,931,1,3.9,Positive,Resolved,0,0.74,0,East
TKT000435,CUST69497,2026-02-04 22:12:00,,WhatsApp,Hindi,Internet,Refund,Critical,AG128,550,167,1,4.2,Neutral,Pending,0,0.88,1,West
TKT000436,CUST65058,2026-03-07 19:17:00,2026-03-07 19:37:28,Email,English,Broadband,Plan Upgrade,High,AG103,49,1179,0,1.2,Negative,Resolved,0,0.98,1,South
TKT000437,CUST18237,2026-06-16 22:24:00,2026-06-16 22:37:57,Voice,English,Broadband,Complaint,Low,AG119,206,631,0,2.2,Negative,Pending,1,0.73,1,North
TKT000438,CUST41030,2026-06-24 13:04:00,2026-06-24 13:18:37,WhatsApp,English,Broadband,Network Issue,Low,AG102,60,817,1,3.8,Positive,In Progress,1,0.95,0,North
TKT000439,CUST66602,2026-01-12 06:53:00,,Voice,Hindi,Internet,SIM Activation,Critical,AG113,61,1025,1,4.0,Positive,In Progress,0,0.94,0,West
TKT000440,CUST98575,2026-03-11 21:22:00,2026-03-11 21:47:13,WhatsApp,Hindi,DTH,Plan Upgrade,Low,AG104,443,1070,0,2.2,Positive,Resolved,0,0.96,0,East
TKT000441,CUST28045,2026-03-06 16:43:00,2026-03-06 17:07:39,Voice,English,DTH,Complaint,High,AG110,497,982,1,3.0,Negative,Escalated,0,0.81,1,East
TKT000442,CUST76467,2026-03-09 03:26:00,2026-03-09 03:37:11,Voice,Tamil,DTH,Plan Upgrade,Medium,AG121,535,136,0,1.2,Positive,Resolved,1,0.71,1,West
TKT000443,CUST64879,2026-04-20 04:24:00,2026-04-20 04:47:15,Voice,Tamil,Internet,Device Setup,Medium,AG130,597,798,1,4.0,Positive,Escalated,0,0.81,0,North
TKT000444,CUST10881,2026-03-29 12:24:00,2026-03-29 12:43:47,Voice,Tamil,Internet,Network Issue,Medium,AG110,389,798,0,2.4,Neutral,Escalated,1,0.66,0,North
TKT000445,CUST32843,2026-02-06 00:18:00,2026-02-06 00:32:44,Chat,English,Mobile,Password Reset,Medium,AG127,183,701,0,4.1,Neutral,Resolved,0,0.93,0,West
TKT000446,CUST41476,2026-04-30 05:10:00,2026-04-30 05:21:38,Email,Hindi,Mobile,Complaint,Low,AG104,351,347,0,2.1,Positive,Escalated,0,0.72,1,East
TKT000447,CUST86981,2026-02-27 21:09:00,2026-02-27 21:29:54,Email,English,DTH,Plan Upgrade,Low,AG121,255,999,0,3.7,Neutral,Escalated,1,0.72,0,West
TKT000448,CUST94550,2026-05-24 23:55:00,2026-05-25 00:02:08,Email,Tamil,Billing,Device Setup,Medium,AG111,176,252,1,4.4,Negative,Pending,1,0.89,1,West
TKT000449,CUST36607,2026-02-18 20:22:00,2026-02-18 20:38:23,Chat,Tamil,Mobile,SIM Activation,Critical,AG129,42,941,0,1.8,Neutral,Escalated,1,0.74,0,North
